invoice_reuse,bank_count,drawdown_30d,revenue_loan_ratio,industry_risk,punished_before,registered_capital,label,high_invoice_reuse,multi_bank,frequent_drawdown
2,2,4,1.288947552703696,1,1,457.911841340452,1,1,0,0
2,2,1,4.021793550846542,0,0,78.04492932867356,1,1,0,0
0,8,1,3.487145473626273,0,0,810.306220674213,0,0,1,0
0,4,2,3.574437392964139,2,0,65.04100117420171,0,0,0,0
3,3,3,2.66699028707267,0,0,204.9840589383175,1,1,0,0
2,1,1,3.501506897063891,0,1,159.10237082389773,1,1,0,0
0,2,1,0.8590867095175583,1,0,132.60568488529267,0,0,0,0
2,1,2,4.331980026722153,0,0,293.51331462110204,1,1,0,0
2,3,1,0.749962550694407,2,0,326.94296798770705,1,1,0,0
0,4,2,1.1693367944217383,0,0,253.65229433291523,0,0,0,0
0,0,2,3.095553688237564,1,1,51.2192320924017,0,0,0,0
0,2,1,3.827351549555112,0,0,46.0024844335233,0,0,0,0
0,5,1,0.8431320395581405,0,1,43.31642223798721,0,0,0,0
0,5,2,4.643441663550439,0,0,116.26991730426288,0,0,0,0
2,3,1,4.881234419603143,2,0,1230.7059405834143,1,1,0,0
0,1,2,3.2267757785347,2,0,141.29165309585056,0,0,0,0
0,3,2,2.6655955491957646,0,1,1213.0779138450025,0,0,0,0
0,2,3,3.8362773752588737,2,0,143.53742735494524,0,0,0,0
0,5,3,1.9776080854724245,1,0,174.1624210089921,0,0,0,0
2,1,2,2.719689953472979,2,0,269.28545732907406,1,1,0,0
0,3,4,4.6226796206648055,2,0,110.9390201966535,0,0,0,0
0,3,4,4.800449413586901,0,0,186.2870722043904,0,0,0,0
1,4,1,4.671811022230333,1,0,27.03546274070022,0,0,0,0
0,2,3,1.6810163013372807,1,0,61.00094061259284,0,0,0,0
0,2,1,1.5461106809754352,0,0,27.61020763327019,0,0,0,0
0,1,0,1.839490276681914,0,0,306.5067722290973,0,0,0,0
0,0,3,2.485900005748071,2,0,37.96468526877722,0,0,0,0
0,2,3,1.913753357563836,2,0,608.9109683611193,0,0,0,0
0,2,0,2.1839575808257607,1,0,211.88051421430455,0,0,0,0
0,1,0,3.292866284543418,2,1,387.3815004972553,0,0,0,0
2,5,4,3.9313655469228914,2,0,77.73801306730408,1,1,0,0
0,7,1,3.8100118922056265,0,0,48.25639128990292,0,0,1,0
0,2,4,4.164906051856184,0,0,104.82333805600896,0,0,0,0
1,2,2,0.6448298144693098,0,0,430.1714942125278,0,0,0,0
0,2,2,0.7148020535544024,0,0,1230.3471965371496,0,0,0,0
1,1,3,4.052223323098832,0,1,246.7473760300149,0,0,0,0
0,2,2,2.898854700460844,1,0,39.81855489642511,0,0,0,0
3,2,2,3.1016330319295413,2,1,56.15421187821936,1,1,0,0
0,5,0,0.7366408709646969,2,0,33.504326725677004,0,0,0,0
0,0,3,1.648912105270719,1,0,130.42915904919815,0,0,0,0
0,3,2,3.3725943719846496,2,0,112.47863600727486,0,0,0,0
3,2,2,4.366318505498043,1,0,129.46225177109335,1,1,0,0
0,5,1,4.626425287316311,2,0,50.73312537587839,0,0,0,0
0,3,1,2.751887731257868,0,0,45.896823061919946,0,0,0,0
0,5,1,2.954634047321889,0,0,163.05954054069116,0,0,0,0
1,6,3,4.248723339810459,2,0,240.906979355057,1,0,1,0
0,3,1,2.919310703363096,0,0,45.38401450022276,0,0,0,0
2,5,4,2.8258633649179283,1,0,238.34400435448745,1,1,0,0
0,2,2,4.572878169924292,0,0,382.5156417929973,0,0,0,0
0,0,1,4.054697244751461,1,0,14.428814554765768,0,0,0,0
0,6,1,4.590826368625826,2,1,717.4346743059237,1,0,1,0
0,5,3,1.482111746515192,0,0,299.5269251721684,0,0,0,0
0,3,2,2.8596896899491053,2,1,386.11260174635305,0,0,0,0
0,6,0,4.291124578670111,0,0,53.46986894774916,0,0,1,0
1,3,3,1.0001652236019902,0,0,326.08205426552945,0,0,0,0
0,1,1,4.075979694322828,0,0,365.7961622202869,0,0,0,0
0,0,0,1.3233802253669125,1,0,77.35872913097876,0,0,0,0
0,2,6,4.136534397433945,0,0,323.7185703919586,0,0,0,1
0,2,1,3.2540042190059064,1,0,129.26187393474663,0,0,0,0
0,4,4,1.369561961681902,0,0,80.03725430541682,0,0,0,0
0,5,3,2.630093806997605,0,0,121.94285202394718,0,0,0,0
0,1,3,3.5685732490734723,1,0,175.61129146376902,0,0,0,0
2,4,3,3.3523380539759406,0,0,109.66134954953118,1,1,0,0
2,3,3,2.4226123830426696,0,0,67.23633925105825,1,1,0,0
0,2,1,4.547149380144171,0,1,219.85188358319368,0,0,0,0
0,3,0,2.8366853651952995,1,0,259.7652905837272,0,0,0,0
1,2,1,2.7764028433790977,1,0,171.74676871593203,0,0,0,0
0,3,1,0.7801276547365442,0,0,29.44268432052273,0,0,0,0
0,5,0,4.649541754089367,0,0,82.71562783288918,0,0,0,0
0,2,1,1.2970245590526783,0,0,63.81000134796199,0,0,0,0
1,5,3,2.877551120464494,0,0,838.0672602639662,0,0,0,0
1,1,0,4.116054206301396,2,0,166.98334430851037,0,0,0,0
0,0,0,1.469539746300395,1,0,112.14266080041564,0,0,0,0
0,4,2,2.873179804868785,1,1,84.88367129559803,0,0,0,0
0,6,1,1.583082091505034,0,0,130.9930270151546,0,0,1,0
1,4,4,3.918627490099603,1,0,314.6728164701227,0,0,0,0
0,3,0,3.039535255429178,2,0,23.80977329030313,0,0,0,0
0,5,2,4.351891371778146,1,0,186.82368703416847,0,0,0,0
1,2,4,4.525511012948223,1,0,89.60440137389791,0,0,0,0
0,2,2,3.4193006710042915,1,0,228.3021838859989,0,0,0,0
1,2,4,3.76426060771525,1,0,330.00290716805483,0,0,0,0
0,4,1,2.9714904494908865,0,0,74.0306983535717,0,0,0,0
0,3,2,2.2299292988032238,1,1,37.74292345268427,0,0,0,0
0,5,0,3.416530653593756,0,0,109.46436471319949,0,0,0,0
1,2,2,4.58729880569298,1,0,537.5749426029699,0,0,0,0
2,2,2,2.3750617119414708,2,0,342.28963039974167,1,1,0,0
2,3,4,1.914845118682079,2,1,101.73558854832486,1,1,0,0
0,3,1,2.247966223486584,0,0,78.6620537377352,0,0,0,0
1,4,5,2.459289335952198,0,0,84.83010742674745,0,0,0,1
0,1,1,0.831024630399723,0,0,40.54345909314821,0,0,0,0
0,0,0,2.7429882819574747,1,0,325.30852201121047,0,0,0,0
2,1,3,2.7244141162252684,2,0,390.4954631641429,1,1,0,0
0,4,1,3.147997224382354,1,0,100.77218986241864,0,0,0,0
0,3,3,2.132690137120992,0,0,89.95581453744627,0,0,0,0
0,4,4,3.258984181800154,2,0,73.82712442900151,0,0,0,0
0,1,0,4.451973396233914,2,0,94.5978345864856,0,0,0,0
0,5,1,4.799619457228239,0,0,71.15256952837969,0,0,0,0
0,3,2,3.1262549726347237,1,0,127.07736664145786,0,0,0,0
0,4,1,0.6916592928664089,1,0,325.83670567942653,0,0,0,0
2,4,4,4.86156198770199,1,0,293.9350496860064,1,1,0,0
2,4,1,3.676379274033153,2,0,64.15546352857486,1,1,0,0
0,1,4,2.0118364184914346,0,0,172.7438244996099,0,0,0,0
0,4,0,1.1622096543367553,1,0,283.1993564390851,0,0,0,0
0,3,0,1.1453837550632373,1,1,57.98658505650791,0,0,0,0
0,2,2,1.2548498276282125,2,0,170.9578393459702,0,0,0,0
0,5,4,0.7050763472621914,2,0,499.519109291402,0,0,0,0
1,4,4,4.559693848938102,2,0,116.17642431185166,0,0,0,0
0,3,1,2.9334570477230133,1,0,19.729159589022142,0,0,0,0
0,4,3,3.6498173572122674,2,0,11.974383064762776,0,0,0,0
0,4,1,4.226488291707383,0,0,202.5147525617826,0,0,0,0
0,3,1,4.0619345284994015,0,0,165.0942588130053,0,0,0,0
2,1,1,4.471725306779787,0,0,179.06248359097734,1,1,0,0
1,2,2,4.852645801362283,2,0,242.08465374459877,0,0,0,0
0,0,3,2.475817766338728,2,1,33.80290234204158,0,0,0,0
2,4,3,4.776509600007757,0,0,66.23361054880789,1,1,0,0
0,1,0,3.7548047675426734,0,0,226.57215087893428,0,0,0,0
2,5,0,0.8180068563863532,2,0,309.7804261467717,1,1,0,0
1,1,0,3.5680240454555543,1,0,114.79119368661982,0,0,0,0
0,4,1,3.590224968221819,2,0,35.435796658829496,0,0,0,0
0,1,2,4.576372537066372,0,0,208.5051603383726,0,0,0,0
0,6,3,2.1781945961154143,0,0,156.19952034447843,0,0,1,0
0,4,2,3.13210175122318,0,0,51.50873337924332,0,0,0,0
1,1,3,0.5548439795528413,0,0,20.41695957763783,0,0,0,0
0,3,3,1.994338589816012,0,0,262.7627933171749,0,0,0,0
0,3,4,0.7800967677145142,0,0,80.04168720326261,0,0,0,0
2,4,2,2.8484283774420365,0,0,178.87691875190367,1,1,0,0
3,2,1,4.178514427281289,0,0,172.35556780054782,1,1,0,0
0,4,2,1.4289921145808102,2,1,47.13762373987528,0,0,0,0
0,3,2,2.873484705010003,0,0,225.39716552125697,0,0,0,0
0,3,2,1.4180388642984518,0,0,62.81615954872529,0,0,0,0
0,2,1,1.043098105308082,2,0,33.26872669898633,0,0,0,0
2,4,1,2.799485563704541,1,0,29.268783111582767,1,1,0,0
0,3,0,0.8561687942737743,1,0,147.93354154017393,0,0,0,0
0,1,0,3.143095840120952,1,1,730.7725922293515,0,0,0,0
0,1,2,0.6410185730452682,2,0,154.62792638789332,0,0,0,0
0,2,1,0.98021737340769,2,0,882.8527728903766,0,0,0,0
1,2,7,2.9749886846931104,1,1,631.9572931837322,1,0,0,1
2,1,1,3.161333358045112,2,0,248.70958672369292,1,1,0,0
0,6,1,0.6304411854219114,1,0,716.5810071946028,0,0,1,0
0,2,1,3.080195546007013,0,1,639.9384420991324,0,0,0,0
0,5,2,4.273261363956367,2,0,482.3625379360367,0,0,0,0
2,7,4,3.7504227978227926,1,0,22.54853238323081,1,1,1,0
2,5,2,1.0903329676435938,2,0,117.1266879930074,1,1,0,0
0,4,1,3.166135914036267,0,0,74.16581152793587,0,0,0,0
1,3,1,3.5251362503339605,0,0,478.7269755128115,0,0,0,0
1,4,1,0.667540407885313,2,0,109.15288471289632,1,0,0,0
0,1,0,4.349064509076301,0,0,856.0338927661613,0,0,0,0
2,2,4,4.578203287804236,2,0,164.2783642891117,1,1,0,0
0,4,1,4.327035230130164,2,0,144.32213789107743,0,0,0,0
0,1,3,4.21084160595101,2,0,101.63137871687978,0,0,0,0
0,4,3,3.85234339307402,1,1,123.39433446869587,0,0,0,0
0,6,3,3.350444140768821,1,1,194.1720689750207,0,0,1,0
0,3,2,3.5538215224471337,2,1,138.92324229641378,0,0,0,0
1,1,2,4.128778820007424,1,0,93.23563798601865,0,0,0,0
0,2,3,3.481243062625871,1,0,98.92619186767908,0,0,0,0
1,4,2,1.9747713050693196,2,0,916.9195835421018,0,0,0,0
0,3,0,2.191824959726093,1,0,1093.9078021234934,0,0,0,0
0,1,3,4.536758607675314,2,0,92.68461657324325,0,0,0,0
0,7,2,0.5770493860872286,0,0,346.8770159166042,0,0,1,0
0,2,4,3.644692615599269,0,0,64.85740692716084,0,0,0,0
1,5,2,4.79649898591347,0,1,107.0365809939999,0,0,0,0
0,6,1,3.678026764810881,0,1,50.0231544073199,0,0,1,0
0,1,3,4.9726039470430194,1,0,411.5102021445967,0,0,0,0
0,0,2,3.5939520748774885,0,0,240.9339965985754,0,0,0,0
1,2,2,0.6546336314758748,2,0,291.6187494038575,1,0,0,0
2,3,0,4.221544467411157,0,0,360.7760475894157,1,1,0,0
1,5,0,1.7808346037269358,0,0,62.20215610774565,0,0,0,0
0,0,4,2.507257515489984,0,0,107.29500510891027,0,0,0,0
0,0,1,1.9044136215818692,1,0,231.6511005800677,0,0,0,0
0,3,2,1.7084934779435574,0,0,105.04962742490424,0,0,0,0
0,4,1,2.441325666514034,0,1,159.08284974490633,0,0,0,0
0,3,1,2.204381517983032,1,0,66.70485538093297,0,0,0,0
0,4,1,3.3500236182916523,0,0,561.0055460160359,0,0,0,0
0,3,2,4.159180404443798,0,0,379.377114404692,0,0,0,0
0,5,3,1.8368989393425836,1,0,511.362098298973,0,0,0,0
1,6,2,1.4617451876990784,0,0,286.8961989391602,0,0,1,0
0,3,1,3.5010287189165403,0,0,49.705923679363686,0,0,0,0
0,4,1,3.516440296238517,0,0,91.87904281713382,0,0,0,0
1,1,2,4.555090576787773,0,0,73.57222054078068,0,0,0,0
0,3,1,0.5717555890398989,1,0,114.74647274436865,0,0,0,0
1,3,3,4.338682979524295,0,0,427.4185293821852,0,0,0,0
0,2,2,2.8445097782676063,2,0,34.02988697258975,0,0,0,0
0,4,1,3.295859401274445,2,0,82.79441219735963,0,0,0,0
2,3,3,0.9111714825263664,0,1,100.03438635369965,1,1,0,0
1,5,3,2.4467671979242054,2,0,39.884322880364095,0,0,0,0
1,3,4,1.522860832573357,0,1,182.13683674447373,0,0,0,0
0,3,0,1.6440126353712907,0,0,105.42720140767142,0,0,0,0
0,2,4,2.7684280160421237,0,0,451.1576457600243,0,0,0,0
0,0,2,4.156051776814006,0,0,112.71658825068326,0,0,0,0
0,4,2,3.8470141856518527,1,0,234.84886000083472,0,0,0,0
2,3,0,3.159499815886792,0,0,166.49834482453056,1,1,0,0
0,2,1,2.9273818673906016,2,0,12.409812148745775,0,0,0,0
3,4,4,2.422877194555205,1,0,35.334308606365624,1,1,0,0
0,6,2,4.877194881026239,0,1,217.7919978393396,0,0,1,0
0,4,3,3.02086649405405,1,0,208.0881559538554,0,0,0,0
0,4,2,1.6428487924049997,2,0,138.56369969629645,0,0,0,0
2,2,7,1.535408564180178,0,0,561.2314054677046,1,1,0,1
1,1,2,3.251088638488138,0,0,247.1448842840795,0,0,0,0
2,1,3,2.8527238728991797,0,0,713.580684576464,1,1,0,0
1,1,0,0.5346401132962075,0,0,12.683892138922044,0,0,0,0
1,4,2,4.235294174881007,1,1,840.6269850493709,1,0,0,0
2,3,3,3.668550594045956,0,0,80.87033210060642,1,1,0,0
0,4,3,3.478231803551466,1,0,152.14950648862208,0,0,0,0
0,4,3,0.8095129596394652,1,0,486.273831235836,0,0,0,0
0,2,3,2.129251325776212,1,0,17.907777282617072,0,0,0,0
3,6,1,4.709220173297538,0,0,115.1995979816702,1,1,1,0
2,3,2,4.381651586036137,0,0,407.000883028687,1,1,0,0
0,1,2,1.7849432204129003,0,0,80.07392030356726,0,0,0,0
1,3,1,1.2067649784461243,0,0,370.0879724801316,0,0,0,0
2,2,1,2.5208958072585967,2,0,291.89137210169645,1,1,0,0
0,2,3,2.101236704004474,0,0,175.76833943900058,0,0,0,0
0,3,4,3.57001869517696,0,0,270.1289965002288,0,0,0,0
2,3,1,4.848956645379438,0,1,541.6571863070151,1,1,0,0
0,3,0,2.1335065249215264,2,0,271.1035821504476,0,0,0,0
1,3,2,0.780008776935089,1,0,375.8269742205469,1,0,0,0
0,6,1,4.539263037540733,1,0,61.47965249386455,0,0,1,0
2,6,2,0.6707737860794186,0,0,265.6006339387926,1,1,1,0
3,3,3,4.787446537189998,0,0,242.1034187984768,1,1,0,0
2,3,2,3.490607426040679,1,1,456.6390665752653,1,1,0,0
0,3,0,4.737601437988771,2,0,46.61882191341381,0,0,0,0
2,2,1,1.398468589920402,1,0,434.2456098087317,1,1,0,0
2,3,1,0.6831490786421344,1,0,61.61073067040817,1,1,0,0
0,3,0,2.6969449022442133,0,0,1541.7035590444368,0,0,0,0
2,3,4,2.5278053655655635,0,0,61.03991737349639,1,1,0,0
0,1,1,1.991715229646973,2,0,46.21138549888705,0,0,0,0
0,4,2,4.809454134749139,0,0,110.99607490392704,0,0,0,0
0,1,0,4.201626794726445,2,0,423.4201233823319,0,0,0,0
0,4,4,3.4771190961901697,0,1,211.67406692315183,0,0,0,0
0,2,0,1.2328623123702247,0,0,795.9225185082405,0,0,0,0
1,2,1,3.804455336983361,1,0,109.89259001870404,0,0,0,0
0,5,2,3.771556046148758,0,0,90.924823301474,0,0,0,0
1,4,3,2.412806781272033,0,1,71.2036804784621,0,0,0,0
0,1,1,4.661536593713062,0,0,87.67990715792304,0,0,0,0
0,1,2,1.251400470030547,1,0,36.70033026533229,0,0,0,0
0,5,4,1.7030190308524893,0,0,77.56983570268055,0,0,0,0
1,3,6,0.7845095266278515,0,0,44.23504773502026,1,0,0,1
0,1,0,4.079529311799144,1,0,304.5910445447246,0,0,0,0
1,1,1,3.297917237429288,0,0,652.0977794989752,0,0,0,0
2,5,1,1.917231375565623,2,0,185.23766104055545,1,1,0,0
1,4,2,1.2371614861744191,0,0,75.6487148200281,0,0,0,0
0,4,0,0.6806649651293317,1,0,312.3973160729144,0,0,0,0
0,1,3,1.2503550588167147,0,0,142.69939946857133,0,0,0,0
2,0,5,2.539780908519462,1,0,409.4634844058612,1,1,0,1
0,4,1,1.6122963605477276,1,0,57.6604868626494,0,0,0,0
2,2,4,1.66541979844385,2,0,61.8057937331214,1,1,0,0
0,4,2,4.440093650004714,0,0,306.7886645883105,0,0,0,0
2,1,2,2.8181195305749527,0,0,145.43556217455196,1,1,0,0
1,1,3,3.781633879077866,1,0,374.98150301513465,0,0,0,0
3,4,2,0.6606992706266439,0,0,62.895580981704526,1,1,0,0
0,2,4,2.143235100551129,0,0,228.98412182904343,0,0,0,0
1,1,2,2.656262063279488,2,0,256.3355373583797,0,0,0,0
0,1,7,1.3388758484458312,0,0,31.90870247054802,0,0,0,1
0,3,1,1.040861936504924,2,0,147.90628279947111,0,0,0,0
1,4,2,4.416367003249292,0,1,19.76293427467907,0,0,0,0
2,2,3,4.727442321949084,1,0,645.3890986082146,1,1,0,0
3,2,1,0.8546301412043333,1,0,39.74160252352511,1,1,0,0
1,4,1,2.070584206440994,1,0,122.86763328255952,0,0,0,0
0,3,3,4.812285326650132,2,1,147.68749529207668,0,0,0,0
0,1,2,0.874227799096092,0,1,56.70514482191051,0,0,0,0
1,1,1,3.396386177954268,2,0,943.1305200768032,0,0,0,0
0,3,4,4.874996169351525,1,0,74.31443231901184,0,0,0,0
0,2,2,4.902006508616186,0,0,113.3189965366246,0,0,0,0
0,3,1,2.620504989066845,2,1,74.47784434346478,0,0,0,0
0,2,2,1.2323709850207127,0,0,73.84795958845667,0,0,0,0
0,6,3,1.4093794173984748,2,1,133.08909200131595,1,0,1,0
0,7,1,4.503206278059776,0,0,299.7818973998439,0,0,1,0
0,4,0,4.602573519483812,2,0,174.18729925223326,0,0,0,0
0,2,1,3.2354583974309965,1,0,69.5100468617819,0,0,0,0
3,2,0,3.947793797614601,0,0,147.48230536402536,1,1,0,0
0,0,1,3.829690631616837,1,1,37.82592528384573,0,0,0,0
0,5,2,3.478197190950981,0,0,484.5697187968391,0,0,0,0
1,2,1,4.2227462969237255,0,1,89.48185873359203,0,0,0,0
0,4,4,3.584329803681445,0,0,94.39972769543093,0,0,0,0
2,4,1,2.903010375863747,0,0,21.19681933566256,1,1,0,0
1,4,2,1.5663036316467056,0,0,89.41629204004602,0,0,0,0
0,5,0,3.847496648533786,1,0,798.1704833790482,0,0,0,0
0,3,0,2.630470405272235,0,0,273.56003213625246,0,0,0,0
2,3,5,1.826562578033792,1,1,449.88730547521766,1,1,0,1
2,5,0,4.1087582408379895,0,0,166.76919583679617,1,1,0,0
0,4,0,3.635211201588628,1,0,10.803204597984372,0,0,0,0
1,3,1,4.71802803406115,1,1,159.1110002829157,1,0,0,0
0,4,0,1.24448738008495,0,0,181.49225322894384,0,0,0,0
3,3,1,3.421351780864219,2,0,363.4490569329459,1,1,0,0
0,3,1,1.599077606396792,1,0,143.0593664965082,0,0,0,0
2,4,3,4.566123433857388,1,0,68.59426913922087,1,1,0,0
1,3,1,0.9477473641547706,0,0,134.39718740588603,0,0,0,0
1,1,1,3.452728129001948,0,0,105.39758626079649,0,0,0,0
0,3,3,4.059885746876135,2,1,250.54650951959636,0,0,0,0
0,2,2,2.0971302816411823,2,0,134.69722506243932,0,0,0,0
0,2,3,4.793621357227142,0,0,55.13921165031457,0,0,0,0
0,4,1,4.328288080637168,0,0,261.6217657522558,0,0,0,0
0,4,0,1.8257823485820648,1,1,70.89092999952511,0,0,0,0
1,1,0,0.533934917221994,1,0,108.2023792039638,1,0,0,0
0,7,1,1.8349572925312736,2,0,93.32443397415848,0,0,1,0
0,3,6,1.7658971171183415,0,0,188.1468855778253,0,0,0,1
3,2,0,4.50484073375409,0,0,37.66446623288135,1,1,0,0
2,6,5,4.852045302146363,0,0,153.25577319178225,1,1,1,1
2,0,1,0.8169799368661717,0,0,437.2211210008141,1,1,0,0
3,6,3,2.6208267283999254,0,0,163.32979119749277,1,1,1,0
0,3,3,2.967493993384081,2,0,76.13974328469409,0,0,0,0
0,3,2,0.9181024759836648,1,0,102.96082037447512,0,0,0,0
1,5,2,2.198739691118852,2,0,199.48674369341455,0,0,0,0
1,5,2,1.9268708782682775,0,0,259.90014551399565,0,0,0,0
0,2,2,2.912253594471893,0,0,667.7652877611515,0,0,0,0
2,4,4,3.475359048793721,0,0,29.202590400205217,1,1,0,0
0,3,2,3.6656829972345495,0,0,193.14433683587148,0,0,0,0
0,6,1,1.115397606260244,2,0,178.64357872822416,0,0,1,0
0,1,2,4.158264658750796,0,0,138.82870316392354,0,0,0,0
0,3,3,3.553439134058415,0,0,211.757038438866,0,0,0,0
0,5,3,4.500837125360238,0,0,117.97397663942256,0,0,0,0
0,3,1,2.5220122674594534,0,0,54.662957651470855,0,0,0,0
2,2,3,4.522503932249862,1,0,183.74077374641516,1,1,0,0
0,0,3,4.39598355060234,0,0,284.07960545191054,0,0,0,0
0,1,1,2.4728419956167134,1,1,141.5546848790011,0,0,0,0
2,4,1,2.215144918818404,1,0,428.0938911464224,1,1,0,0
3,6,0,4.697654067366155,0,0,117.05019656193008,1,1,1,0
2,2,1,3.7182413054229695,0,0,235.23049861534903,1,1,0,0
2,4,2,4.677104058971341,1,0,30.51617244449519,1,1,0,0
1,1,4,4.086386505031159,1,0,1397.487356080477,0,0,0,0
0,1,3,3.2418384768113646,0,0,118.20503255205338,0,0,0,0
0,9,1,1.0213374965169404,0,0,91.0868659361094,0,0,1,0
0,2,3,1.8116630266059432,0,0,113.77795195449951,0,0,0,0
0,2,4,4.859790831942762,0,0,57.467289888090605,0,0,0,0
0,3,2,1.93739944421392,0,0,46.1309202863028,0,0,0,0
1,4,3,0.9196469140341684,0,0,154.631416667247,0,0,0,0
0,2,1,3.683990101636939,0,0,166.3536177640544,0,0,0,0
0,1,0,3.803019145446579,0,1,185.65232023957407,0,0,0,0
0,2,1,1.7845597412921783,0,0,143.46021610985653,0,0,0,0
1,1,1,1.8395239070583669,2,0,136.5802012258596,0,0,0,0
0,0,3,2.610018434789528,1,0,44.56389443007987,0,0,0,0
2,3,1,0.5980502739301499,2,0,91.1613538219689,1,1,0,0
0,2,4,4.051953546625237,0,0,174.38658607393256,0,0,0,0
0,6,4,1.926899542733565,1,0,86.59645177425398,0,0,1,0
0,2,1,4.341933959008899,0,0,198.77402999222917,0,0,0,0
2,2,1,4.111836897200152,1,0,129.64377369337348,1,1,0,0
0,2,1,3.476309149034524,0,0,128.64797107876197,0,0,0,0
1,6,3,1.9619369019467991,0,0,182.5946654133282,0,0,1,0
0,1,3,2.823424527475265,2,0,241.0834395209465,0,0,0,0
0,4,2,2.501731659190816,1,0,301.27431518892934,0,0,0,0
2,4,2,2.024968488119034,2,0,1078.193849245536,1,1,0,0
1,2,4,4.316613301864302,0,0,352.05306010291355,0,0,0,0
1,3,1,2.675781835599494,0,0,33.76943403912269,0,0,0,0
2,0,2,4.247253940087159,0,0,50.20616670808239,1,1,0,0
2,3,2,0.9734831336382092,1,0,112.77032277333323,1,1,0,0
1,4,2,1.134611548701511,1,0,69.20568248095921,0,0,0,0
2,2,3,4.897941373008395,2,0,219.31232611556763,1,1,0,0
1,4,2,3.1449580817274034,0,0,243.85952717010684,0,0,0,0
1,0,1,2.7939635307457205,1,0,91.51358319326155,0,0,0,0
1,2,3,2.8542022841485024,0,0,487.6876786438866,0,0,0,0
1,4,2,1.4687094831478693,0,1,635.3652384967368,0,0,0,0
0,4,2,3.7341677727588793,1,1,24.244070149033327,0,0,0,0
2,2,4,0.8815128067838947,1,0,35.55646674993701,1,1,0,0
2,3,0,3.0799567089636044,0,0,444.62896664665016,1,1,0,0
0,4,5,3.0684595846365563,0,0,354.1884037000028,0,0,0,1
2,4,1,4.6138479086008,0,0,245.34167175214048,1,1,0,0
0,3,1,2.8678226454718714,0,1,150.04567422432152,0,0,0,0
0,3,2,1.1167821318838078,0,0,133.87187520344867,0,0,0,0
1,3,1,3.077389666616732,0,0,253.81342082855423,0,0,0,0
0,2,1,0.9109743996439956,0,0,177.05787251233554,0,0,0,0
2,3,0,1.4170722588496476,2,0,548.7937604892738,1,1,0,0
2,4,1,0.6399886288433726,2,0,75.09515566070692,1,1,0,0
0,5,1,2.8098211210677424,0,0,151.1080980552546,0,0,0,0
0,5,1,0.8803967688210756,2,0,361.5264892985133,0,0,0,0
0,1,1,2.612274703390981,1,1,174.93564914469638,0,0,0,0
1,5,0,4.698252658958649,0,0,290.9522997336448,0,0,0,0
3,4,3,3.738926358586994,0,0,286.75316939050083,1,1,0,0
1,2,1,0.8483525340138187,2,0,97.04346949440124,1,0,0,0
0,2,2,1.5089441549397944,1,0,53.481311231465526,0,0,0,0
1,1,1,3.531480889520454,2,0,70.26100566974586,0,0,0,0
0,3,1,4.526158374608826,2,0,50.21097172935217,0,0,0,0
1,5,1,0.648133640437792,0,0,23.19682120681243,0,0,0,0
0,1,1,4.156030092742673,0,0,442.19960010904015,0,0,0,0
1,2,4,3.028162461522389,0,0,22.51039028655871,0,0,0,0
0,3,5,2.957410963833767,0,0,954.7602145178222,0,0,0,1
3,3,1,4.810159322390111,0,0,87.55022847582102,1,1,0,0
0,3,0,3.864400756685479,0,0,112.35288576360315,0,0,0,0
1,3,3,4.325534906252504,0,0,32.6259016134957,0,0,0,0
2,5,4,2.0929800629510003,0,0,218.01565103314547,1,1,0,0
0,4,4,2.994638183727844,0,0,114.33214107330724,0,0,0,0
2,3,4,3.2693255484249684,0,0,157.76358820283554,1,1,0,0
1,5,3,1.9471277316310929,0,0,67.55056642760151,0,0,0,0
0,4,2,3.0661165622632978,0,0,240.04244771663755,0,0,0,0
0,1,0,1.564949207658712,1,0,65.11028944500806,0,0,0,0
1,3,3,1.145190519807078,2,0,160.57581997728494,0,0,0,0
0,3,3,2.182866166747997,0,0,235.56378143242205,0,0,0,0
0,1,2,3.826803329358967,0,0,633.5310717444977,0,0,0,0
0,5,1,4.622842166332494,2,0,332.25440085231145,0,0,0,0
1,3,2,2.5597132317420463,1,1,162.37023361863154,1,0,0,0
0,2,1,3.3927065972394423,1,0,147.23529820537408,0,0,0,0
2,3,0,0.9636670893879522,0,0,203.04183725590784,1,1,0,0
3,3,4,4.570086913485479,2,1,319.4855724452845,1,1,0,0
3,3,1,3.058718961064705,2,0,70.505323121891,1,1,0,0
1,1,4,4.011522114313207,1,0,366.2108769939516,0,0,0,0
0,5,2,4.074985404146272,0,1,58.14883073825951,0,0,0,0
1,1,1,1.6541623686564766,2,0,234.23222972887032,0,0,0,0
0,4,3,2.881285039318323,1,0,255.0417176933884,0,0,0,0
0,2,2,4.822158882024398,1,0,75.82552004184195,0,0,0,0
0,3,1,0.903355451693725,0,0,31.741322838262136,0,0,0,0
0,4,0,3.573724541133035,1,0,113.91254073209129,0,0,0,0
1,3,0,4.830188351158274,0,0,10.69877409925272,0,0,0,0
1,8,4,1.8525969862431,0,0,124.16802509560232,0,0,1,0
0,2,4,4.376515646319566,1,1,42.59596014694481,0,0,0,0
0,2,3,4.701458954337222,0,0,3338.4158528338107,0,0,0,0
3,1,1,3.861887942276713,1,0,427.81686839091446,1,1,0,0
0,1,1,1.5409774053813123,1,0,159.52482109206326,0,0,0,0
